PID,Year,DOI,Keywords,Numbers
580118,2012,10.1109/TVCG.2012.237,Interaction techniques;visual comparison;visualization;human-computer interaction;natural interaction,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
536286,2012,10.1145/2254556.2254723,georeferenced data;interactive exploration;visual analytics,"['276', '296', '6850', '276', '1751']"
536284,2012,,,"['276', '296', '6850', '276', '1751']"
623361,2012,,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
517005,2012,,Color Prediction;Dot Gain;Color Difference;effective coverage map,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
528648,2012,,color prediction;training;effective coverage map,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
512661,2012,10.1039/c2rp20035j,Concept inventories;Big ideas;Molecular life science;Higher Education;Delphi study,"['276', '296', '276', '1751', '276', '296', '6850', '276', '1751']"
574190,2012,10.1063/1.4769128,rarefaction wave;laser plasma;pic simulations,"['276', '296', '6850', '276', '1751']"
612800,2012,10.1186/1471-2342-12-9,,"['276', '3801', '276', '313', '2199', '276', '1751', '276', '3801', '276', '323', '2286', '276', '1800', '4200', '7250', '7254', '276', '3801', '276', '323', '2286', '276', '1800', '4200', '7250', '7254', '276', '3801', '276', '323', '2286', '276', '1800', '4200', '7250', '7254', '276', '3801', '276', '323', '2281', '276', '1800', '276', '296', '6850', '276', '3801', '276', '313', '2199', '276', '1751']"
465610,2012,10.1007/978-3-642-22907-7_8,Engineering;Artificial intelligence;Computer graphics;Computational Intelligence;Artificial Intelligence,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
535821,2012,10.1109/ISCCSP.2012.6217853,Audio Restoration;Denoising;Partial Differential Equations;Singular Value Decomposition;Speech Enhancement,"['276', '296', '2345', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '2345', '276', '1751']"
617955,2012,,,"['276', '296', '6850', '276', '1751']"
535809,2012,,,"['276', '296', '6850', '276', '1751']"
490234,2012,10.1088/1367-2630/14/2/023007,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
618262,2012,,OpenGL GLSL procedural shading noise,"['276', '296', '6850', '276', '1751']"
730924,2012,10.1145/2442576.2442592,Information visualization;evaluation;subjective usability measurement.,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
586566,2012,10.1145/2342896.2342975,High dynamica range video;image reconstruction,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
587377,2012,,High Dynamic Range video;HDR-video;Image based lighting;precomputed radiance transfer,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
536261,2012,10.1504/IJEM.2012.046009,Boundary spanning;Buffering capacity;Cognitive control model;Cross-scale interactions;Distributed cognition;Emergency management;Emergency response;Information technology;Requisite variety;Resilience;Resource management;Sensemaking;Situation awareness,"['276', '296', '6850', '276', '1751', '276', '297', '301', '276', '1750', '276', '281', '11108', '276', '1751']"
529514,2012,,,"['276', '295', '8255', '276', '296', '6850', '276', '1751', '276', '295', '8255', '276', '1751']"
536279,2012,10.2312/PE/EuroVAST/EuroVA12/019-023,,"['276', '296', '6850', '276', '1751']"
819320,2012,,,"['276', '296', '6850', '276', '872902']"
621282,2012,,Naturvetenskapernas didaktik,"['276', '308', '276', '1810', '276', '296', '6850', '276', '1810']"
608584,2012,,,"['276', '296', '6850', '276', '1751']"
531997,2012,10.2312/conf/EG2012/stars/053-074,Volume rendering;Volume Illumination,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
516845,2012,10.1111/j.1600-0463.2011.02857.x,Post-mortem imaging;visualization;computed tomography;magnetic resonance imaging;volume rendering,"['276', '3801', '276', '296', '276', '1751', '276', '3801', '276', '323', '2290', '276', '1800', '4200', '7263', '7270', '276', '3801', '276', '296', '276', '1751', '276', '296', '276', '1751', '276', '296', '6850', '276', '1751', '276', '3801']"
513208,2012,10.1016/j.aap.2011.08.014,Accident investigation;Remedial actions;Safety culture,"['276', '296', '6850', '276', '1751', '276', '281', '2165', '276', '1751']"
505982,2012,10.1007/s11165-011-9229-2,Conceptual understanding;Life science;Science communication;Scientific terms;SOLO Taxonomy;Visualization,"['276', '317', '276', '1750', '276', '296', '6850', '276', '1751']"
563343,2012,10.1021/ed2001895,High School/Introductory Chemistry; Chemical Education Research; Multimedia-Based Learning; Problem Solving/Decision Making; Molecular Properties/Structure; Group Theory/Symmetry; First-Year Undergraduate/General; Physical Chemistry; Molecular Modeling,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
928724,2012,,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
621298,2012,,naturvetenskapernas didaktik,"['276', '308', '276', '1810', '276', '296', '6850', '276', '1810']"
544548,2012,10.1007/978-3-642-31401-8_26,Computer science;Multimedia systems;Computer vision;User Interfaces and Human Computer Interaction;Information Systems Applications;Computers and Society;Multimedia Information Systems;Computer Imaging;Vision;Pattern Recognition and Graphics;Computers and Education,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
576499,2012,,Signage design;course module;virtual reality;wayshowing;wayfinding,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
542260,2012,,plasma physics;laser plasma,"['276', '296', '6850', '276', '1751']"
558930,2012,10.1109/TVCG.2011.285,Volumetric texturing;interactive volume rendering,"['276', '296', '6850', '276', '1751']"
529801,2012,,Examensarbete;Examination;Kandidatarbete,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '308', '276', '1750', '276', '296', '6850', '276', '1751', '276', '317', '276', '1750', '276', '308', '276', '1750', '276', '296', '6850', '276', '1751']"
620987,2012,,Geovisual Analytics;Storytelling;Geographical Statistics;Interaction;Learning;Social Science,"['276', '308', '276', '1750', '276', '296', '6850', '276', '1751']"
617255,2012,10.1007/978-1-4471-2804-5_11,sual storytelling;Public statistics;Demographic indicators;Statistics analytics,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
563430,2012,,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
546493,2013,10.1007/s10111-011-0186-3,Role improvisation;Crisis management;Resilience engineering;Organizational improvisation;Episode analysis,"['276', '281', '11107', '276', '1751', '276', '281', '11107', '276', '1750', '276', '296', '6850', '276', '1751']"
615124,2013,10.1155/2013/194363,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
690690,2013,10.1142/S0218213013600208,Geodesic distance; the eikonal equation; manifold,"['276', '296', '6850', '276', '1751', '276', '296', '276', '1751']"
653133,2013,,,"['276', '296', '6850', '276', '1751', '276', '3801', '276', '323', '13357', '276', '1800', '4200', '7250', '7254']"
707454,2013,,spectral printing;color separation;color prediction;dot gain;effective coverage map,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
655301,2013,10.1117/12.2018744,pair production; electron-positron beams; laser; astrophysical jets,"['276', '296', '6850', '276', '1751']"
683489,2013,,,"['276', '296', '276', '1751', '276', '296', '6850', '276', '1751', '276', '3801', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
820180,2013,,,"['276', '296', '6850']"
819322,2013,,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
623515,2013,10.1109/SeGAH.2013.6665315,,"['276', '296', '6850', '276', '1751', '276', '308', '276', '1800', '276', '308', '276', '1800', '276', '296', '6850', '276', '1751']"
532433,2013,,,"['276', '296', '6850', '276', '1751']"
793080,2013,10.2352/J.ImagingSci.Technol.2013.57.2.020504,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
691430,2013,10.1007/978-3-642-41914-0_27,Computer science;Computer graphics;Computer vision;Optical pattern recognition;Bioinformatics,"['276', '296', '6850', '276', '1751', '276', '3801', '276', '296', '6850', '276', '1751', '276', '3801', '276', '296', '6850', '276', '1751']"
820181,2013,,,"['276', '296', '6850']"
622587,2013,10.1109/WHC.2013.6548394,,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
617273,2013,,,"['276', '296', '6850', '276', '1751']"
618513,2013,,GeoVisual Analytics;toolkits;frameworks;web-enabled;visualization;interactive visualizations;interaction;interaction techniques;visual data analysis;component architecture;storytelling,"['276', '296', '6850', '276', '1751']"
658194,2013,10.3384/diss.diva-99791,,"['276', '296', '6850', '276', '1751']"
868201,2013,,,"['276', '308', '276', '1810', '276', '296', '6850', '276', '1810']"
648896,2013,,,"['276', '296', '6850', '276', '1751']"
953110,2013,,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
635770,2013,,Computer Applications;Computers and Learning;Instructional Technology,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
609832,2013,10.1007/978-1-4419-6190-7_5,Engineering;Computer vision;Visualization;Signal;Image and Speech Processing;Computer Imaging;Vision;Pattern Recognition and Graphics,"['276', '3801', '276', '296', '6850', '276', '1751', '276', '295', '8255', '276', '1751', '276', '296', '276', '1751']"
647899,2013,10.1109/TVCG.2013.111,,"['276', '296', '6850', '276', '1751', '276', '3801']"
653016,2013,,lärares vardag;tidsanvändning;tidsgeografi,"['276', '297', '301', '276', '1750', '276', '296', '6850', '276', '1751']"
694640,2013,10.1111/cgf.12235,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
571033,2013,10.1007/978-94-007-4192-8_7,Education;Science  -- Study and teaching;Science Education;Learning & Instruction,"['276', '296', '6850', '276', '1751']"
642491,2013,,Exploitation;Exploration;Demonstration projects;Knowledge transfer;Innovation diffusion,"['276', '296', '6850', '276', '1751']"
608595,2013,10.1117/12.2005147,Spectral color reproduction;Spectral vector error diffusion;Dot gain;Multilevel;Halftoning,"['276', '296', '6850', '276', '1751']"
659924,2013,,Education;pedagogy;examination;degree projects;bachelor thesis,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
691437,2013,,,"['276', '296', '6850', '276', '3801', '276', '1751', '276', '296', '6850', '276', '1751']"
1087779,2013,10.1002/9781118663547.ch77,Alloy thermodynamics;Ti alloys;(Ti-Al)N;(Cr-Al)N,"['276', '282', '2229', '276', '872902', '276', '282', '2232', '276', '872902', '276', '296', '6850', '276', '872902', '276', '282', '276', '872902', '276', '282', '2229', '276', '872902', '276', '282', '2229', '276', '872902']"
607078,2013,10.1007/978-3-642-36700-7_20,Fisher information;information geometry;RGB2Gray mapping;Weibull distribution,"['276', '3801', '276', '296', '6850', '276', '1751', '276', '295', '8255', '276', '1751']"
589755,2013,10.1093/ehjci/jes159,4D flow;Heart failure;Magnetic resonance imaging;Stroke volume,"['276', '3801', '276', '323', '2284', '276', '1800', '276', '323', '2286', '276', '1800', '4200', '7250', '7254', '276', '3801', '276', '323', '2281', '276', '1800', '276', '296', '6850', '276', '3801', '276', '323', '2286', '276', '1800', '4200', '7250', '7254']"
608527,2013,10.1088/0031-9155/58/6/1775,,"['276', '3801', '276', '286', '2302', '276', '1751', '276', '3801', '276', '296', '6850', '276', '1751', '276', '3801', '276', '286', '2302', '276', '1751', '276', '3801', '276', '322', '2258', '276', '1800', '4200', '7273', '7279', '276', '3801', '276', '322', '10200', '276', '1800', '4200', '7273', '7279', '276', '3801', '276', '286', '2302', '276', '1800']"
617994,2013,,Geovisual analytics;storytelling;web-enabled;interactive visualizations;multiple-linked views;flood data,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
618037,2013,,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
623363,2013,10.1109/PacificVis.2013.6596133,I.3.7 [Three-Dimensional Graphics and Realism],"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
622593,2013,,,"['276', '296', '6850', '276', '1751']"
622588,2013,,Deformation;virtual coupling;anisotropy;haptics,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
603688,2013,10.1007/978-94-007-4192-8_2,Education;Science  -- Study and teaching;Science Education;Learning & Instruction;Education.,"['276', '296', '6850', '276', '1751']"
683488,2013,,High dynamic range video;Photo-realistic image synthesis,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '3801', '276', '296', '6850', '276', '1751']"
608654,2013,10.1117/12.2004403,Spectral color reproduction;Spectral vector error diffusion;Dot gain;Yule-Nielsen;Halftoning,"['276', '296', '6850', '276', '1751']"
465611,2013,10.1142/9789814329484_0010,Artificial intelligence;Reasoning;Thought and thinking;Artificiell intelligens;Tänkande,"['276', '296', '6850', '276', '1751']"
709530,2013,,Ink trapping in offset;Ink component penetration;Surface Effects on reflectance;Color difference (?E*ab);Print quality;Modeling ink trapping respons,"['276', '296', '6850', '276', '1751']"
691433,2013,10.1109/BioVis.2013.6664341,,"['276', '296', '6850', '276', '3801', '276', '1751', '276', '296', '6850', '276', '1751']"
680019,2013,10.1088/0741-3335/55/12/124017,relativistic beams;positrons;laser plasma,"['276', '296', '6850', '276', '1751']"
621592,2013,10.1145/2503385.2503434,,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
657087,2013,10.1145/2542355.2542385,computer graphics;global illumination;real-time;machine learning,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
